,Country,Year,Expenditure_per_Visitor
2305,SYRIAN ARAB REPUBLIC,2010,241.25259626138362
2306,TAIWAN PROVINCE OF CHINA,1995,1629.7937945654269
2307,TAIWAN PROVINCE OF CHINA,1996,1426.6713335666784
2308,TAIWAN PROVINCE OF CHINA,1997,1330.4122038299254
2309,TAIWAN PROVINCE OF CHINA,1998,1240.020297699594
2310,TAIWAN PROVINCE OF CHINA,1999,1127.9158408293947
2311,TAIWAN PROVINCE OF CHINA,2000,1106.1536362395962
2312,TAIWAN PROVINCE OF CHINA,2001,1023.2070459946875
2313,TAIWAN PROVINCE OF CHINA,2002,950.4030605273945
2314,TAIWAN PROVINCE OF CHINA,2003,1094.0401823400305
2315,TAIWAN PROVINCE OF CHINA,2004,1049.9935740907338
2316,TAIWAN PROVINCE OF CHINA,2005,1057.748538011696
2317,TAIWAN PROVINCE OF CHINA,2006,1008.6495213931496
2318,TAIWAN PROVINCE OF CHINA,2007,1011.8250780901383
2319,TAIWAN PROVINCE OF CHINA,2008,1076.9049025398701
2320,TAIWAN PROVINCE OF CHINA,2009,957.8779319661058
2321,TAIWAN PROVINCE OF CHINA,2010,993.8396176314392
2322,TAIWAN PROVINCE OF CHINA,2011,1055.0918196994992
2323,TAIWAN PROVINCE OF CHINA,2012,1038.0859375
2324,TAIWAN PROVINCE OF CHINA,2013,1113.7247806025514
2325,TAIWAN PROVINCE OF CHINA,2014,1181.680033769523
2326,TAIWAN PROVINCE OF CHINA,2015,1175.9083668360768
2327,TAIWAN PROVINCE OF CHINA,2016,1136.0614161354445
2328,TAIWAN PROVINCE OF CHINA,2017,1150.9421909932928
2329,TAIWAN PROVINCE OF CHINA,2018,1167.1973565635326
2330,TAIWAN PROVINCE OF CHINA,2019,1198.7603064148295
2331,TAIWAN PROVINCE OF CHINA,2020,1303.9383561643835
2333,TAIWAN PROVINCE OF CHINA,2022,2095.751854349292
2334,THAILAND,1995,2346.703296703297
2335,THAILAND,1996,2323.0352303523036
2336,THAILAND,1997,2057.8313253012047
2337,THAILAND,1998,1388.1019830028329
2338,THAILAND,1999,1494.8640483383685
2339,THAILAND,2000,1452.0691461498166
2340,THAILAND,2001,1454.0029835902535
2341,THAILAND,2002,1468.0
2342,THAILAND,2003,1357.3420074349442
2343,THAILAND,2004,1666.297526762643
2344,THAILAND,2005,1248.1128979323926
2345,THAILAND,2006,1359.846244825547
2346,THAILAND,2007,1280.238924838228
2347,THAILAND,2008,1282.4974411463663
2348,THAILAND,2009,951.859015688803
2349,THAILAND,2010,1032.2876536415336
2350,THAILAND,2011,1059.2921993700204
2351,THAILAND,2012,1092.1167628037056
2352,THAILAND,2013,1085.5946398659967
2353,THAILAND,2014,1097.2998137802608
2354,THAILAND,2015,1136.0023550191345
2355,THAILAND,2016,1105.8020477815699
2356,THAILAND,2017,1171.9290416155304
2357,THAILAND,2018,1212.4222356010434
2358,THAILAND,2019,1182.7493777522498
2359,THAILAND,2020,2573.8569753810084
2369,TUNISIA,1995,141.16985376827895
2370,TUNISIA,1996,175.7703081232493
2371,TUNISIA,1997,170.16654598117307
2372,TUNISIA,1998,153.99737876802098
2373,TUNISIA,1999,161.48648648648648
2374,TUNISIA,2000,161.15196078431373
2375,TUNISIA,2001,163.57100059916118
2376,TUNISIA,2002,134.08973697782363
2377,TUNISIA,2003,131.92612137203167
2378,TUNISIA,2004,147.05882352941177
2379,TUNISIA,2005,166.88978134761268
2380,TUNISIA,2006,178.1059947871416
2381,TUNISIA,2007,159.31461903025885
2382,TUNISIA,2008,146.88903143040412
2383,TUNISIA,2009,158.21578345406024
2384,TUNISIA,2010,243.11111111111111
2385,TUNISIA,2011,263.56925749023014
2386,TUNISIA,2012,204.69451156368658
2387,TUNISIA,2013,234.94604942568745
2388,TUNISIA,2014,258.2480091012514
2389,TUNISIA,2016,409.2896174863388
2390,TUNISIA,2018,343.5387673956262
2391,TUNISIA,2019,286.9471413160733
2392,TUNISIA,2020,500.6765899864682
2393,TUNISIA,2021,255.1487414187643
2394,TUNISIA,2022,233.85636692818346
2407,UGANDA,2014,369.86301369863014
2408,UGANDA,2015,355.64053537284894
2409,UGANDA,2016,366.19718309859155
2410,UGANDA,2017,380.10657193605687
2414,UKRAINE,1995,32.05128205128205
2415,UKRAINE,1996,51.299133910726184
2416,UKRAINE,1997,31.66528239202658
2417,UKRAINE,1998,43.74115528110125
2418,UKRAINE,1999,49.195837275307476
2419,UKRAINE,2000,35.01713604529876
2420,UKRAINE,2001,38.11704491884976
2421,UKRAINE,2002,44.60587955733587
2422,UKRAINE,2003,53.32882730652248
2423,UKRAINE,2004,158.0061585835258
2424,UKRAINE,2005,170.47526437340466
2425,UKRAINE,2006,167.94074074074075
2426,UKRAINE,2007,199.7649166013657
2427,UKRAINE,2008,249.87577639751552
2428,UKRAINE,2009,208.63354426414386
2429,UKRAINE,2010,210.923848712023
2430,UKRAINE,2011,219.3754610277846
2431,UKRAINE,2012,234.61273270512527
2432,UKRAINE,2013,240.24512256128065
2433,UKRAINE,2014,223.5720280955957
2434,UKRAINE,2015,218.58930407953378
2435,UKRAINE,2016,236.66058828193135
2436,UKRAINE,2017,263.08789300624375
2437,UKRAINE,2018,282.3390642313329
2438,UKRAINE,2019,290.22694745450826
2439,UKRAINE,2020,416.94071638076616
2440,UKRAINE,2021,424.4873013717235
2441,UKRAINE,2022,1271.5747474097432
2442,UNITED ARAB EMIRATES,2015,371.98513177384643
2443,UNITED ARAB EMIRATES,2016,731.631781290047
2444,UNITED ARAB EMIRATES,2017,748.2243188805259
2445,UNITED ARAB EMIRATES,2018,759.371540043233
2446,UNITED ARAB EMIRATES,2019,777.8483021263091
2447,UNITED ARAB EMIRATES,2020,934.2726639312534
2448,UNITED ARAB EMIRATES,2021,1159.0314575088873
2449,UNITED KINGDOM,1995,602.8782198572983
2450,UNITED KINGDOM,1996,617.4078478002378
2451,UNITED KINGDOM,1997,620.7759427290729
2452,UNITED KINGDOM,1998,657.5719452744142
2453,UNITED KINGDOM,1999,776.433251053247
2454,UNITED KINGDOM,2000,741.2776888294596
2455,UNITED KINGDOM,2001,724.4213380003774
2456,UNITED KINGDOM,2002,792.9332906681038
2457,UNITED KINGDOM,2003,878.8584266736129
2458,UNITED KINGDOM,2004,980.3564196030782
2459,UNITED KINGDOM,2005,996.3304959846001
2460,UNITED KINGDOM,2006,992.3061435803037
2461,UNITED KINGDOM,2007,1143.4557235421166
2462,UNITED KINGDOM,2008,1131.0660619321557
2463,UNITED KINGDOM,2009,997.1816793412372
2464,UNITED KINGDOM,2010,1016.0100236669915
2465,UNITED KINGDOM,2011,1014.2681463262857
2466,UNITED KINGDOM,2012,1032.7709473810164
2467,UNITED KINGDOM,2013,1027.1465653504256
2468,UNITED KINGDOM,2014,1098.1801562240319
2469,UNITED KINGDOM,2015,998.5957046599415
2470,UNITED KINGDOM,2016,918.6369362868011
2471,UNITED KINGDOM,2017,882.2356204580362
2472,UNITED KINGDOM,2018,939.3293659118261
2473,UNITED KINGDOM,2019,923.3182218593558
2474,UNITED KINGDOM,2020,1028.2452679733076
2475,UNITED KINGDOM,2021,1564.7790199561175
2476,UNITED KINGDOM,2022,1145.2791294470699
2477,UNITED STATES OF AMERICA,1995,626.4807985843768
2478,UNITED STATES OF AMERICA,1996,646.7455698345117
2479,UNITED STATES OF AMERICA,1997,685.6181750997057
2480,UNITED STATES OF AMERICA,1998,706.2882138282704
2481,UNITED STATES OF AMERICA,1999,696.2857818784007
2482,UNITED STATES OF AMERICA,2000,729.4738158298569
2483,UNITED STATES OF AMERICA,2001,714.117161229426
2484,UNITED STATES OF AMERICA,2002,729.6588900016072
2485,UNITED STATES OF AMERICA,2003,807.1164997364259
2486,UNITED STATES OF AMERICA,2004,882.9577553198167
2487,UNITED STATES OF AMERICA,2005,935.5677586315722
2488,UNITED STATES OF AMERICA,2006,527.7283990519285
2489,UNITED STATES OF AMERICA,2007,588.5097924666757
2490,UNITED STATES OF AMERICA,2008,619.306788885706
2491,UNITED STATES OF AMERICA,2009,317.3620219472512
2492,UNITED STATES OF AMERICA,2010,700.5198479938144
2493,UNITED STATES OF AMERICA,2011,759.25812304429
2494,UNITED STATES OF AMERICA,2012,776.5905320255482
2495,UNITED STATES OF AMERICA,2013,383.80243127806375
2496,UNITED STATES OF AMERICA,2014,395.4200166798818
2497,UNITED STATES OF AMERICA,2015,392.6552591923998
2498,UNITED STATES OF AMERICA,2016,771.2787756313328
2499,UNITED STATES OF AMERICA,2017,796.5753655982978
2500,UNITED STATES OF AMERICA,2018,793.4488308245764
2501,UNITED STATES OF AMERICA,2019,772.1991458491781
2502,UNITED STATES OF AMERICA,2020,556.6143682906688
2503,URUGUAY,1997,469.7508896797153
2504,URUGUAY,1998,405.1987767584098
2505,URUGUAY,1999,359.8971722365039
2506,URUGUAY,2000,421.28935532233885
2507,URUGUAY,2001,483.9924670433145
2508,URUGUAY,2002,335.8490566037736
2510,URUGUAY,2004,340.94903339191563
2511,URUGUAY,2005,382.97872340425533
2512,URUGUAY,2006,319.8198198198198
2513,URUGUAY,2007,376.37795275590554
2514,URUGUAY,2008,487.7384196185286
2515,URUGUAY,2009,406.77966101694915
2516,URUGUAY,2010,407.9844206426485
2517,URUGUAY,2011,419.8174706649283
2518,URUGUAY,2012,483.48017621145374
2519,URUGUAY,2013,567.2950460324419
2520,URUGUAY,2014,547.1619365609349
2521,URUGUAY,2015,522.3274695534506
2522,URUGUAY,2016,498.54227405247815
2523,URUGUAY,2017,556.7356064840693
2524,URUGUAY,2018,530.5598356445814
2525,URUGUAY,2019,550.2501136880401
2527,UZBEKISTAN,2005,916.083916083916
2528,UZBEKISTAN,2006,605.8230683090705
2529,UZBEKISTAN,2007,669.0705128205128
2530,UZBEKISTAN,2008,742.6086956521739
2531,UZBEKISTAN,2009,796.5072133637054
2532,UZBEKISTAN,2010,642.2360248447205
2533,UZBEKISTAN,2013,484.11934552454284
2534,UZBEKISTAN,2014,400.21536252692033
2535,UZBEKISTAN,2015,456.60269263821255
2536,UZBEKISTAN,2016,359.14760914760916
2537,UZBEKISTAN,2017,314.7433423388653
2538,UZBEKISTAN,2018,260.9960437514545
2539,UZBEKISTAN,2019,277.5868199597013
2571,VENEZUELA,1995,3209.7378277153557
2572,VENEZUELA,1996,4369.86301369863
2574,VENEZUELA,1998,1184.840425531915
2575,VENEZUELA,1999,1377.9840848806366
2576,VENEZUELA,2000,1109.014675052411
2577,VENEZUELA,2001,1187.5669882100751
2578,VENEZUELA,2002,1113.5073779795687
2579,VENEZUELA,2003,1032.451923076923
2580,VENEZUELA,2004,1319.8529411764705
2581,VENEZUELA,2005,1195.8762886597938
2582,VENEZUELA,2006,1122.3744292237443
2583,VENEZUELA,2007,1093.6170212765958
2584,VENEZUELA,2008,1037.2492836676217
2585,VENEZUELA,2009,1147.7892186553604
2586,VENEZUELA,2010,1362.8977657413677
2587,VENEZUELA,2011,1503.199534613147
2588,VENEZUELA,2012,1520.7612456747404
2589,VENEZUELA,2013,1672.7084412221648
2590,VENEZUELA,2014,1528.0050346129642
2591,VENEZUELA,2015,1365.1721897335933
2592,VENEZUELA,2016,1184.313725490196
2597,ZIMBABWE,2009,174.32646592709983
2598,ZIMBABWE,2010,201.53846153846155
2599,ZIMBABWE,2011,329.004329004329
2600,ZIMBABWE,2012,377.77777777777777
2601,ZIMBABWE,2013,114.39239646978955
2602,ZIMBABWE,2014,107.47957259585166
2603,ZIMBABWE,2015,140.28882994400234
2604,ZIMBABWE,2016,102.44360902255639
2605,ZIMBABWE,2017,113.80057803468208
2606,ZIMBABWE,2018,108.39160839160839
2607,ZIMBABWE,2019,62.29007633587786
2608,ZIMBABWE,2020,135.95166163141994
